立案-处罚裁量,立案对象id,"行政处罚类型 0：一般行政处罚案??1：重大行政处罚案??,当事人意??","承办人意??,总实际金??",数据导入类型，是否是本系统生成的数据 默认0 ,地区编码,操作类型,uuid,分类分级,加载时间,"行政处罚类型 0：一般行政处罚案??1：重大行政处罚案??,地区编码""",数据导入类型，是否是本系统生成的数据 默认0 _1,Column1,_2
LDIR320506734078611547492352,LA320506734073795500838912,0,,苏州雅众精密钣金有限公司存在 1人违反操作规程作业（驾驶叉车时未正确佩戴安全帽、未系安全带）的违法行为，违反了《安全生产违法行为行政处罚办法》第四十五条第（一）项“生产经营单位及其主要负责人或者其他人员有下列行为之一的，给予警告，并可以对生产经营单位处 1万元以上 3万元以下罚款，对其主要负责人、其他有关人员处 1000元以??1万元以下的罚款：（一）违反操作规程或者安全管理规定作业的”的规定，依据《安全生产违法行为行政处罚办法》第四十五条第（一）项和《江苏省安全生产行政处罚自由裁量适用细则》（2023版）第二部分第一章第三十九条的规定，应裁量为第一档，即生产经营单位及其主要负责人或者其他人员违反操作规程或者安全管理规定作业，发现??1人的，给予警告，可以对生产经营单位处 1万元以上 1.6万元以下的罚款，对其主要负责人、其他有关人员处 1000元以??3700元以下的罚款。因该公司员工未正确佩戴安全帽、未系安全带驾驶叉车的行为存在较大的危险性，不选择纠违态度措施，带入公式计算为16000元（壹万陆仟元）。拟对苏州雅众精密钣金有限公??1人违反操作规程作业（驾驶叉车时未正确佩戴安全帽、未系安全带）的违法行为给予警告，并处人民币 16000元罚款的行政处罚??16000.0000000000,320500,320506,i,081fb454-3d21-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320506,
LDIR320581720949186958200832,LA320581719144993029099520,0,,"1、“叉车司机顾建新，未佩戴安全帽，未系安全带，违反操作规程或者安全管理规定作业”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三十九条应裁量为一档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正，代入公式计算??3000元（壹万叁仟元），拟对其作出处罚13000元（壹万叁仟元）罚款的行政处罚??,13000.0000000000,320500""",320581,i,13c2b898-20d7-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320500577158924445159424,LA320500577139211304439808,0,,"1、“抽查企业隐患排查治理台账，见企业隐患排查治理制度，未见企业5??月隐患排查治理台账，企业存在未将事故隐患排查治理情况如实记录的行为”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第四条应裁量为一档，纠违态度措施选择是否立即采取措施纠正，带入公式计算为40000元，拟对其作出处??0000元罚款的行政处罚??,40000.0000000000,320500""",320583,i,6ca0cb74-e8e1-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583,,
LDIR320500768769235643011072,LA320500767409620439273472,0,,"1、“未按照规定对被派遣劳动者进行安全生产教育和培训，或者未按照规定如实告知有关的安全生产事项”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第五章第一百零四条应裁量为一档，纠违态度措施选择对违法行为认识到位，代入公式计算??4000元（贰万肆仟元），拟对其作出??4000元（贰万肆仟元）罚款的行政处罚??,24000.0000000000,320500""",320583,i,e269b67d-8890-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583,,
LDIR320500338633579489660928,LA320500335436437962887168,0,,,15000,320500,320581,i,12cb2a76-b307-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581
LDIR320500733257299828674560,LA320500731195163879149568,0,,"1、??022??8??5日，来军进行3.5英寸硬盘分拣机安装调试作业时违反安全操作规程作业”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三十九条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，代入公式计算??1500元（壹万壹仟伍佰元），拟对其作出处罚11500元（壹万壹仟伍佰元）罚款的行政处罚??,11500.0000000000,320500""",320571,i,b1ba3642-3b8e-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320571,,
LDIR320500612230969595793408,LA320500597023509029326848,1,,"1、“生产经营场所疏散通道被货物堵塞，未保持畅通”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十五条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，带入公式计算??800元（壹仟捌佰元），拟对其作出处罚1800元（壹仟捌佰元）罚款的行政处罚??,1800.0000000000,320500""",320507,i,38425aaf-351a-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320507,,
LDIR320500441559432095076352,LA320500440076333494571008,0,,,10000,320500,320582,i,3096a055-f47c-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582
LDIR320500769568073614102528,LA320500769131266866941952,0,,"1、“未对承包方、承租方的安全生产工作统一协调、管理（未对承包方、承租方进行安全生产检查，未如实记录检查情况，发现安全生产问题的，未及时督促整改；发现安全生产违法行为，未及时向负有安全生产监督管理职责的部门报告）”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十六条应裁量为二档，纠违态度措施选择对违法行为认识到位，代入公式计算??2000元（叁万贰仟元），拟对其作出??2000元（叁万贰仟元）罚款的行政处罚??,32000.0000000000,320500""",320509,i,36aee7cf-8a23-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320509,,
LDIR320581543797009534947328,LA320581543062226974543872,0,,1、“生产经营单位违反《江苏省安全生产条例》进行高处作业、有限空间作业、临近高压输电线路作业、建筑物和构筑物拆除、大型检修等危险作业的”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三十三条应裁量为三档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正、通过安全生产标准化考评5??带入公式计算??2000元，拟对其作出处??2000元罚款的行政处罚??,52000,320500,320581,i,4dabb452-a938-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581
LDIR320500606795389399470080,LA320500599915110655332352,0,,"1、“车间的一个配电箱上面缺少警示标志”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第九条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正、是否通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险，带入公式计算为6000元（陆仟元），拟对其作出处罚6000元（陆仟元）罚款的行政处罚??,6000.0000000000,320500""",320507,i,bd46600c-2950-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320507,,
LDIR320500365150476754227200,LA320500360016745638924288,0,,参考《江苏省安全生产行政处罚自由裁量适用细则》，该单位未将危险化学品储存在专用仓库内建议拟定一挡处罚，综合考量该单位违法行为认识到位，立即采取措施纠正，建议从轻处罚??57500.0000000000,320500,320505,i,12cd2990-b307-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320505,
LDIR320585615230232181346304,LA320585610135093855391744,1,,苏州金韦尔机械有限公司从业人员违反安全管理规定作业，参照《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三十八条，该公司冷作车间内有1名电焊工戴双文（身份证号??21181198308309119）正在吊装区焊接作业，存在物体坠落、撞击风险，未按照规定佩戴安全帽，处罚档次：“一档：生产经营单位及其主要负责人或者其他人员违反操作规程或者安全管理规定作业，发现??人的”，裁量幅度：“一档：给予警告，可以对生产经营单位??万元以上1.6万元以下的罚款，对其主要负责人、其他有关人员处1000元以??700元以下的罚款”，鉴于该公司对违法行为已认识到位，立即采取措施纠正，通过了安全生产标准化三级考评，能提供积极组织或支持安全生产公益活动的资料，建议给予苏州金韦尔机械有限公司电焊工戴双文警告，并处人民币1000元（壹仟元整）的行政处罚（S1=0.37-??.37-0.1）??/4=0.1万元）??1000.0000000000,320500,320585,i,8aab0975-3b63-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320585,
LDIR320500837252656949891072,LA320500835870367699439616,0,,"1、“你单位未采取措施消除事故隐患，进行高处作业采取的安全防范措施不到位：你单位??024????1日，在张家港保税区尚恺毛纺有限公司车间北侧和张家港华科恒钢管有限公司车间南侧场地上进行电动推拉棚的施工安装作业，你单位施工作业人员尹孟祥站在张家港华科恒钢管有限公司车间南侧出口雨棚上安装电动推拉棚高处作业（作业高度为5.5米，存在高处坠落的风险）时，尹孟祥穿戴了安全带和安全帽，但你单位未在高处作业前向作业人员告知危险因素、作业安全要求和现场应急处置措施，并经双方现场签字确认”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十四条应裁量为一档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正，代入公式计算??5000元（壹万伍仟元），拟对其作出??5000元（壹万伍仟元）罚款的行政处罚??,15000.0000000000,320500""",320582,i,b0d6b617-235f-11ef-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,,
LDIR320500466920383912611840,LA320500464109132778049536,0,,"1??生产经营单位特种作业人员未经专门培训取得特种作业操作证上岗作??""依据《江苏省安全生产行政处罚自由裁量适用细则》应裁量为一档，纠违态度措施选择对违法行为是否认识到位，带入公式计算??1250元，拟对其作出处??1250元罚款的行政处罚??",11250,320500,320583,i,8442e15b-fac5-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583
LDIR320500310810255263010816,LA320500310007481671618560,0,,,50000,320500,320582,i,12c9b0e1-b307-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582
LDIR320500552154879984930816,LA320500552152448400101376,0,,"1、“吴桂川违反操作规程作业（使用角向砂轮机打磨时未穿戴防尘口罩和护目镜）”依据《江苏省安全生产行政处罚自由裁量适用细则》裁量说明为生产经营单位其他人员违反操作规程或者安全管理规定作业，发现??人的，对违法行为认识到位，立即采取措施纠正，带入公式计算??3000元，拟对其作出处??3000元罚款的行政处罚??,13000.0000000000,320500""",320582,i,48fc22b5-b75d-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,,
LDIR320505428579450972540928,LA320505428571266434207744,0,,,30000,320500,320505,i,130dc6b7-b307-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320505
LDIR320500502138482852892672,LA320500497340814511312896,0,,"1??生产经营单位使用应当淘汰的危及生产安全的设备（企业使用未带集尘装置的砂轮机）""""依据《江苏省安全生产行政处罚自由裁量适用细则》应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，带入公式计算??000元，拟对其作出处??000元罚款的行政处罚??2??""生产经营单位未对安全设备进行经常性维护、保养和定期检测（一楼车间内手持式打磨机未安装防护罩??""依据《江苏省安全生产行政处罚自由裁量适用细则》应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，带入公式计算??000元，拟对其作出处??000元罚款的行政处罚??",18000,320500,320509,i,fe0c703b-992b-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320509
LDIR320505535026773780336640,LA320505535025076211290112,0,,"1、“危险化学品存放处未放置明显的安全警示标志”依据《江苏省安全生产行政处罚自由裁量适用细则》null裁量说明为，""带入公式计算??000元，拟对其作出处??000元罚款的行政处罚??,6000.0000000000,320500""",320505,i,525a48c9-9b13-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320505,,
